类别,名称或地点,本地文件,宽,高,来源类型,来源网页,原图链接,说明
巡礼场景 · anitabi,应该是这个路口，可以看到前方两个红绿灯,09-anitabi-scene-originals/gbh3cjc-1782532751905.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=gbh3cjc,"https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/gbh3cjc-1782532751905.jpg,jpg",
巡礼场景 · anitabi,日本海オロロンライン,09-anitabi-scene-originals/akbru8e-1770007286827.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=akbru8e,https://image-anitabi.magiconch.com/user/0/bangumi/465493/points/akbru8e-1770007286827.jpg,社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,朱鞠内湖,09-anitabi-scene-originals/geokidl-1782727353690.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=geokidl,https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/geokidl-1782727353690.jpg,社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,松原水泳場,09-anitabi-scene-originals/h8suwi3-1784547922450.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=h8suwi3,https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/h8suwi3-1784547922450.jpg,社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,栄浜,09-anitabi-scene-originals/dymy0us-1777403023820.jpg,1024,574,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=dymy0us,https://image-anitabi.magiconch.com/user/0/bangumi/465493/points/dymy0us-1777403023820.jpg,社区推测或局部相似，待现场核对
巡礼场景 · anitabi,栄浜公交站,09-anitabi-scene-originals/alv8zs1-1770100476959.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=alv8zs1,https://image-anitabi.magiconch.com/user/2206/bangumi/465493/points/alv8zs1-1770100476959.jpg,社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,民宿30ノット,09-anitabi-scene-originals/45ol5u1_1756061160877.jpg,1280,720,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=45ol5u1,https://image-anitabi.magiconch.com/points/465493/45ol5u1_1756061160877.jpg,
巡礼场景 · anitabi,民宿30ノット,09-anitabi-scene-originals/gbhusje-1782534014210.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=gbhusje,"https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/gbhusje-1782534014210.jpg,jpg",社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,砂川SA（下行）,09-anitabi-scene-originals/e891wdq-1777984258865.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=e891wdq,https://image-anitabi.magiconch.com/user/0/bangumi/465493/points/e891wdq-1777984258865.jpg,
巡礼场景 · anitabi,砂川服务区（上行）,09-anitabi-scene-originals/duzl6dh-1777182467913.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=duzl6dh,https://image-anitabi.magiconch.com/user/0/bangumi/465493/points/duzl6dh-1777182467913.jpg,社区推测或局部相似，待现场核对
巡礼场景 · anitabi,筑别邮局,09-anitabi-scene-originals/alulys2-1770099399990.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=alulys2,https://image-anitabi.magiconch.com/user/2206/bangumi/465493/points/alulys2-1770099399990.jpg,游戏画面与现实建筑方向存在镜像差异；保存文件未翻转。
巡礼场景 · anitabi,羽幌町,09-anitabi-scene-originals/aj3f739-1769932792399.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=aj3f739,https://image-anitabi.magiconch.com/user/2206/bangumi/465493/points/aj3f739-1769932792399.jpg,社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,羽幌町スポーツ公園,09-anitabi-scene-originals/gbhsrx9-1782533919010.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=gbhsrx9,"https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/gbhsrx9-1782533919010.jpg,jpg",
巡礼场景 · anitabi,苫前夕阳丘未来港公园,09-anitabi-scene-originals/45kzsdu_1756055080236.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=45kzsdu,https://image-anitabi.magiconch.com/points/465493/45kzsdu_1756055080236.jpg,
巡礼场景 · anitabi,苫前夕阳丘白色沙滩,09-anitabi-scene-originals/45mmtbe_1756057836311.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=45mmtbe,https://image-anitabi.magiconch.com/points/465493/45mmtbe_1756057836311.jpg,
巡礼场景 · anitabi,苫前夕陽ヶ丘風力発電所 ・ 風来望,09-anitabi-scene-originals/45mprd4_1756057975205.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=45mprd4,https://image-anitabi.magiconch.com/points/465493/45mprd4_1756057975205.jpg,社区推测或局部相似，待现场核对
巡礼场景 · anitabi,苫前町,09-anitabi-scene-originals/aj3p9sv-1769933266128.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=aj3p9sv,https://image-anitabi.magiconch.com/user/2206/bangumi/465493/points/aj3p9sv-1769933266128.jpg,
巡礼场景 · anitabi,苫前町,09-anitabi-scene-originals/alvo7e3-1770101165461.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=alvo7e3,https://image-anitabi.magiconch.com/user/2206/bangumi/465493/points/alvo7e3-1770101165461.jpg,
巡礼场景 · anitabi,苫前町乡土资料馆,09-anitabi-scene-originals/aj3chxn-1769932682727.jpg,2048,1152,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=aj3chxn,https://image-anitabi.magiconch.com/user/2206/bangumi/465493/points/aj3chxn-1769932682727.jpg,社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,苫前町乡土资料馆,09-anitabi-scene-originals/h8sozp1-1784547605340.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=h8sozp1,https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/h8sozp1-1784547605340.jpg,社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,苫前町水田発祥の地の碑,09-anitabi-scene-originals/gbzrvk9-1782564099845.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=gbzrvk9,"https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/gbzrvk9-1782564099845.jpg,jpg",
巡礼场景 · anitabi,苫前町郷土資料館,09-anitabi-scene-originals/45l3jqr_1756055253625.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=45l3jqr,https://image-anitabi.magiconch.com/points/465493/45l3jqr_1756055253625.jpg,
巡礼场景 · anitabi,苫前町郷土資料館,09-anitabi-scene-originals/3ww2h93_1755529962285.jpg,1450,2048,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=3ww2h93,https://image-anitabi.magiconch.com/points/465493/3ww2h93_1755529962285.jpg,
巡礼场景 · anitabi,苫前町郷土資料館,09-anitabi-scene-originals/gbigshk-1782535035690.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=gbigshk,"https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/gbigshk-1782535035690.jpg,jpg",
巡礼场景 · anitabi,豊岬海水浴場,09-anitabi-scene-originals/gbh9yad-1782533028646.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=gbh9yad,"https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/gbh9yad-1782533028646.jpg,jpg",
巡礼场景 · anitabi,道の駅 おびら鰊番屋,09-anitabi-scene-originals/45nk0bk_1756059389345.jpg,1280,720,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=45nk0bk,https://image-anitabi.magiconch.com/points/465493/45nk0bk_1756059389345.jpg,
巡礼场景 · anitabi,道の駅 風Wとままえ,09-anitabi-scene-originals/gbiazd7-1782534821385.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=gbiazd7,"https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/gbiazd7-1782534821385.jpg,jpg",社区考据；地点对应未获官方逐点确认
巡礼场景 · anitabi,風車の丘,09-anitabi-scene-originals/h8t2msf-1784548270488.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=h8t2msf,https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/h8t2msf-1784548270488.jpg,
巡礼场景 · anitabi,風車の丘,09-anitabi-scene-originals/h8t4dq0-1784548315944.jpg,1920,1080,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=h8t4dq0,https://image-anitabi.magiconch.com/user/2208/bangumi/465493/points/h8t4dq0-1784548315944.jpg,社区推测或局部相似，待现场核对
巡礼场景 · anitabi,風雪の塔,09-anitabi-scene-originals/dkswd6a-1776566446158.jpg,1185,879,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=dkswd6a,https://image-anitabi.magiconch.com/user/0/bangumi/465493/points/dkswd6a-1776566446158.jpg,
巡礼场景 · anitabi,风雪之塔,09-anitabi-scene-originals/dw8207f-1777257352004.jpg,1920,2354,anitabi 社区场景资料,https://www.anitabi.cn/map?bangumiId=465493&pid=dw8207f,https://image-anitabi.magiconch.com/user/0/bangumi/465493/points/dw8207f-1777257352004.jpg,
官方特典展示图,am_tokuten_book.jpg,10-official-bonus-previews/am_tokuten_book.jpg,960,465,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/am_tokuten_book.jpg?a,
官方特典展示图,am_tokuten_cd.jpg,10-official-bonus-previews/am_tokuten_cd.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/am_tokuten_cd.jpg?a,
官方特典展示图,am_tokuten_keyholder.jpg,10-official-bonus-previews/am_tokuten_keyholder.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/am_tokuten_keyholder.jpg?a,
官方特典展示图,am_tokuten_lycee_a.jpg,10-official-bonus-previews/am_tokuten_lycee_a.jpg,960,325,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/am_tokuten_lycee_a.jpg?1,
官方特典展示图,am_tokuten_sikisi.jpg,10-official-bonus-previews/am_tokuten_sikisi.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/am_tokuten_sikisi.jpg?a,
官方特典展示图,am_tokuten_sticker.jpg,10-official-bonus-previews/am_tokuten_sticker.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/am_tokuten_sticker.jpg?a,
官方特典展示图,am_tokuten_ws_a.jpg,10-official-bonus-previews/am_tokuten_ws_a.jpg,960,335,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/am_tokuten_ws_a.jpg?b,
官方特典展示图,shop_tokuten_1.jpg,10-official-bonus-previews/shop_tokuten_1.jpg,800,566,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_1.jpg,
官方特典展示图,shop_tokuten_2.jpg,10-official-bonus-previews/shop_tokuten_2.jpg,566,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_2.jpg,
官方特典展示图,shop_tokuten_3.jpg,10-official-bonus-previews/shop_tokuten_3.jpg,566,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_3.jpg,
官方特典展示图,shop_tokuten_4.jpg,10-official-bonus-previews/shop_tokuten_4.jpg,566,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_4.jpg,
官方特典展示图,shop_tokuten_5.jpg,10-official-bonus-previews/shop_tokuten_5.jpg,566,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_5.jpg,
官方特典展示图,shop_tokuten_alicenet.jpg,10-official-bonus-previews/shop_tokuten_alicenet.jpg,500,500,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_alicenet.jpg,
官方特典展示图,shop_tokuten_amiami.jpg,10-official-bonus-previews/shop_tokuten_amiami.jpg,600,600,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_amiami.jpg,
官方特典展示图,shop_tokuten_bookmate.jpg,10-official-bonus-previews/shop_tokuten_bookmate.jpg,506,506,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_bookmate.jpg,
官方特典展示图,shop_tokuten_ebten.jpg,10-official-bonus-previews/shop_tokuten_ebten.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_ebten.jpg?a,
官方特典展示图,shop_tokuten_fanza.jpg,10-official-bonus-previews/shop_tokuten_fanza.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_fanza.jpg,
官方特典展示图,shop_tokuten_furukawa.jpg,10-official-bonus-previews/shop_tokuten_furukawa.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_furukawa.jpg,
官方特典展示图,shop_tokuten_geestore2.jpg,10-official-bonus-previews/shop_tokuten_geestore2.jpg,500,420,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_geestore2.jpg,
官方特典展示图,shop_tokuten_getchu.jpg,10-official-bonus-previews/shop_tokuten_getchu.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_getchu.jpg,
官方特典展示图,shop_tokuten_medio.jpg,10-official-bonus-previews/shop_tokuten_medio.jpg,566,566,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_medio.jpg,
官方特典展示图,shop_tokuten_pcmk.jpg,10-official-bonus-previews/shop_tokuten_pcmk.jpg,757,757,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_pcmk.jpg,
官方特典展示图,shop_tokuten_prop.jpg,10-official-bonus-previews/shop_tokuten_prop.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_prop.jpg,
官方特典展示图,shop_tokuten_surugaya.jpg,10-official-bonus-previews/shop_tokuten_surugaya.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_surugaya.jpg,
官方特典展示图,shop_tokuten_takarajima.jpg,10-official-bonus-previews/shop_tokuten_takarajima.jpg,400,400,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_takarajima.jpg,
官方特典展示图,shop_tokuten_toranoana.jpg,10-official-bonus-previews/shop_tokuten_toranoana.jpg,800,800,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_toranoana.jpg,
官方特典展示图,shop_tokuten_trader.jpg,10-official-bonus-previews/shop_tokuten_trader.jpg,540,540,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_trader.jpg,
官方特典展示图,shop_tokuten_wondergoo.jpg,10-official-bonus-previews/shop_tokuten_wondergoo.jpg,740,740,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_wondergoo.jpg,
官方特典展示图,shop_tokuten_yumeoriya.jpg,10-official-bonus-previews/shop_tokuten_yumeoriya.jpg,900,900,官网特典展示图（可能含 SAMPLE 字样或商品版式）,https://key.visualarts.gr.jp/anemoi/shop_guide.html,https://key.visualarts.gr.jp/anemoi/common/image/shop_tokuten_yumeoriya.jpg,
官方周年插画,Key 25周年 / 辻倉朱比華 / Na-Ga,11-official-anniversary/gallery_11.jpg,600,837,Key 25周年官网,https://key.visualarts.gr.jp/key25th/#gallery,https://key.visualarts.gr.jp/key25th/common/image/gallery_11.jpg,
仅找到缩略图,苫前町 / 真澄町の道路① / 02,99-thumbnail-only/IMG_9267s.jpg,300,225,wing 巡礼实拍,https://vibgyor516.blog.fc2.com/blog-entry-93.html,https://blog-imgs-183.fc2.com/v/i/b/vibgyor516/IMG_9267s.jpg,仅网页缩略图，未取得大图
